about;name;Organisation_oGRN;Organisation_ChildOrganisations;Organisation_Roles
3448cd9ca1de4f1787510f1510b1326c;ФГУП «ГХК»;1022401404871;;
a316ef145eed453e806f7911e7d48e7e;АО «БСЗ»;1025901701143;;
bcaa8c2cbd264d1587142210156b9ca9;Трансформаторный завод им.Куйбышева;;;
6d05c78dab4b44a1b2ca30e1e59bfc3a;ООО «КЭМЗ-Энерго»;1113332006810;;
694ced7c30ea4046b7265b7fc95c61e3;Новгородское районное управление ООО «Транснефть - Балтика»;1024700871711;;
e70570d668d84ee4bc432a7c2ac30730;МУП «МПОЭ» г.Трехгорного;1027400663630;;
6e108086b5734075a0a080280fabfce4;СВЕЙ;;;
6cb892649317445d967c3d4fdda3edc1;ФКП «Завод им. Я.М. Свердлова»;1025201752982;;
df91fdad709740bcaac7fcb93fb83749;Филиал АО «Концерн Росэнергоатом» «Смоленская атомная станция»;5087746119951;;
81c5bfdc1feb40439dfe0ede258b23d8;ООО «Афипский НПЗ»;1037739597059;;
30ca84fcc88c4e03aecdfffe76fe56bc;ООО «РСК Сети»;1032402211456;;
74af6793eec74980b4228e43f089f299;Хелиос-Ресурс;;;
08c1fd40bee1491398ce6d2bd57242c2;АО «Успенский сахарник»;1032331955809;;
c2cc851b55ae4472950607407fee3526;ПАО «Северсталь»;1023501236901;;
19d24637549445c79c41f0ee14edad5f;Южный Филиал ООО «Газпром энерго»;1027739841370;;
2a863775ead141a1b6cc3388f725b31c;ООО «ЛУКОЙЛ-Западная Сибирь»;1028601441978;;
8c5cdfc7a7f34c1892544be7b3b76621;Алтайский трансформаторный завод;;;
f576bf394f724e03ad8b124b648147ad;ООО «ЭН+ СОЛНЦЕ»;1141901001406;;
f5e3b0df3e4d4b609df8793eb23a19a1;ООО «ГЭК»;1135904000693;4d542d8d58cc45e6ac1c91a0ae0271ac;
176cb8ca7880466cabcf55b1a1acbad4;Филиал АО «РУСАЛ Урал» «РУСАЛ Краснотурьинск»;1026600931180;;
cd8a067660ea407aaf8b453fa873aa09;ООО «Энерго-Центр»;1107847214133;;
9300bf346ef040a989aa7a7ef99a67e9;ООО «ДСК»;1106154000072;;
54d5d8592ed64246b6c4451afe25d493;АО «ТЕКСКОР»;1023402006430;;
77e161716fdd4b5b8b19ed2f7711def2;ООО ПКФ «Атлантис-Пак»;1026100660090;;
5820ec6c0e024d8ba26f3dfbc2cb492a;ООО «Атлас Трейлер»;1236300026203;;
a13670eb0220437eb147da37931a6798;ЭМЗ-Трансформатор;;;
5132c4565d7444d89fd4b9fa03ce4ba0;АО «Электросеть» (Обособленное подразделение в г. Ижевск);1087746413468;;
f97c148ad2a94bd6964760c0c9980f8b;Урализолятор (В-2741);;;
e647a1c165d94ceea4bd686facdf9cae;ТЯЖМАШ;;;
1568730b769e45d7afe35cf71725d31c;Филиал ПАО «РусГидро» Зейская ГЭС;1042401810494;;
723900638c394f23a53902b44536b024;АО «Газпром добыча Томск»;1027000905140;;
8ffccdc8eea24ed6be74e006138978f7;Саратовский филиал ООО «Газпром энерго»;1027739841370;;
6d5e04a8572e4722928187cef3d53548;ООО «Агентство Интеллект-Сервис»;1037200562200;;
c9a1e0fcf4c24ef9ac0f8efe542b0d11;АО «Корпорация Красный Октябрь»;1203400006072;;
df62f2b262d6425c865fb2e3fb023ead;ООО «СЗМН»;;;
5b7c6d2bff624c04b1a9a35343fbf16e;ООО «Тверская генерация»;1106906000068;;
448d634053aa413b8516a152356747a5;Саратовская дистанция электроснабжения Приволжской дирекции по энергообеспечению ОАО «РЖД»;1037739877295;;
e3946874c15e46aa9cf87e10fedc7d03;ОП «Анадырская ТЭЦ»;1028700586892;;
00a36db418f547568bd8721a930e3e8a;Уральский завод энергомашиностроения (УЗЭМ);;;
12c491a634f04079bfcd2c60b1b90a32;ООО «РН-Юганскнефтегаз»;1058602819538;;
6bc846d9dcf1407385f83db0c1427538;ООО «Тепличный комплекс «Воронежский»»;1163668054571;;
02ada6721d4d4c87872764038fe42759;ОАО «Верхнебаканский цементный завод»;1022302385808;;
74883a15b65048ed8e0486e0b7ec5a0d;ООО «Мечел-Энерго»;1027700016706;a425791329c74127a7ea40cdbfcef7b2;
ebe883d5e02f4955ba41bf0b862c97b2;ЗАВОД ИНТЕГРАЛ;;;
53eb8b5fb23f49bea592e02481b0e90a;ООО «Регион Энерго»;1186313089170;;
a2161918c5aa47eb8afd7fa7639f71f5;АО «Транснефть-Сибирь»;1027200789220;;
101d0427c21b4ba6b9ea9dd63c9ae210;АО «Оборонэнерго» Северо-Кавказский филиал;1097746264230;;
2c5b98c791dd4f2db5acb21714d4ab6e;НТК Бреслер;;;
fc7f79ff7d4c4e85b5dbb8ec6eade4b6;Коршуниха-Ангарская дистанция электроснабжения Восточно-Сибирской дирекции по энергобеспечению;1037739877295;;
712b3c12889d46dca3b6a50994ab4d4c;ООО «ВЭСК»;1125904019526;;
352a55f666144f6581263cf64d152ccf;АО «КНПЗ-КЭН»;1022301428401;;
c5cad0afd847482ea89c774f8c02b3b3;MARCONI;;;
773c34c896024d8697cc7cecc736dd69;Петрозаводская дистанция электроснабжения (ЭЧ-8);1037739877295;;
50b5a30bbf7343d2bd596f876f00130e;Уральский турбинный завод;;;
aa5b18e1a6a94571a4f710ebb74821d5;ЗАО «Кристалл»;1022600937622;;
3d8f859e38e24850b5a64e33ed59481e;АО «ТОАЗ»;1026302004409;;
9bea24924df144a593d74a86f3acff31;Таманская дистанция электроснабжения СКЖД;1037739877295;;
c32b1cf0dd764269afcbb6dff0d61ee2;НПО Изолятор;;;
b1e4a69facd744269404f68322a8ac7f;Solar Turbines;;;
b951815d07994f618efd1cc2585bcf68;ООО «ЛАБ ИНДАСТРИЗ»;5087746653760;;
7cdeca900940473681e7e86d3d997199;Орелэнергоремонт;;;
575c94efcce14ff8bf4950966f48e741;KWK Messwandler GmbH & Co.;;;
bc5527545dda4533900e3f1fce6bf4d8;ООО «Астраханская ПГУ-110»;1243000000528;;
4dfa36a3dc864b05a43be1bc824c3d32;АО «РПМ»;1054003521021;;
210cca1f135c4dd29422ea237d8eae1c;ГУП РК «Крымэнерго»;1149102003423;4684d984185346e781f31b948ee8c9c9;
d48dce593fcc4492b5b9882ca411e09f;ООО «Горнозаводскцемент»;1205900032106;;
a555261e16594315a582f55d82275dc4;Elering AS;;;
40dd56ecca4d436b9196bd7a14c1ddf6;Энергомеханический завод (ЭМЗ);;;
6980d2d8319c49be9f2f4303e8a9fa61;ООО «ЭнергоПромКапитал»;1197746568580;;
beee3f24d8164d4fae47fab0a419b77a;СоюзЭнергоКомплект;;;
c9763bc4ff2b4d3aa1c8a7af3861b20c;ООО «Термомеханика»;1036603497446;;
e4bef3c1513544fdb13c378c11d8647b;ФГУП «Управление мелиорации»;;;
72dd805b6348474bba0c780cfcebf965;Вяземская дистанция электроснабжения Московской дирекции по энергообеспечению;1037739877295;;
dbbfa960605a498b80585c7615d0d48b;Уральский электроаппаратный завод (Уралэлектроаппарат);;;
26d75acabf9e4537a085185a7fddf335;ООО «ЭнергоХолдинг»;1097327001419;;
b1d44643ad2d41e89ccb381dbffedeb4;Дон-Металл;1126191000187;;
92f03db1ae0744948eb28026859ba2f3;AN Maschinenbau und Umweltschutzanlagen;;;
80103e321ac1407ea052584752ea8789;ООО «ТК ЮГАГРОХОЛДИНГ»;1152036005296;;
00eb8faa63f14ae0be7acbe25e3803a9;АО «Пермский завод «Машиностроитель»;1075906004217;;
0c90fe3990964b3ebe3fae6623e237c9;ГЭС ЦУС Читаэнерго;;;
e113d5fa1ff84c5692979ab0afd0e091;ФГУП «ЖДН»;1239300005988;bc2ed276e8d54482a3322102f74d1947;
c3d58d835df04c67a6b4c1c4f89ea675;Филиал АО «Сетевая компания» Буинские электрические сети;1021602830930;;
3ff9b59098934d26856905094b801c0f;Vestas;;;
7019a5de572848d3a376f59c0f947cad;СП «Амурская ТЭЦ-1» АО «ДГК»;1051401746769;;
84acda3f48424d0892b9990fb33d612c;ООО «Русагро – Белгород»;1173123011390;9dd53188ab9e4a4d95483ca0f6929d76;
5b44ee7c5d524dbda23f07aa59141532;ООО «РОСМИКС»;1037719054053;;
62ab946935324dca85d1b4a38dce6458;ЗАО «Горняцкий водоканал»;1042201500824;;
a57a4e1868234f7eb0a030ca50dc3c42;Филиал ООО «БГК» Зауральская ТЭЦ;1060277052098;;
16dc883a472b4127a30f1bfb21946140;ООО «Спецэнергомаш»;1177746969498;;
2895c968287547e386c054717a6a6f9a;Бердяушская дистанция электроснабжения Южно-Уральской дирекции по энергообеспечению;1037739877295;;
4d542d8d58cc45e6ac1c91a0ae0271ac;ОП «Сарапульский ТУ» ООО «ГЭК»;1135904000693;;
a894f96e00df42ab9841c5ce874c3991;Чишминская дистанция электроснабжения Куйбышевской дирекции по энергообеспечению;1037739877295;;
ae046442b84144c18204784e439a3eea;АО ГНЦ «Центр Келдыша»;1217700095667;;
f827ac266cad480fbfa168834d0f0335;АО «ВМЗ»;1106441000951;;
40a548dbabcb4934854c86064d4a943a;ЛГТЗ;;;
069b13a543ad4aefb24d39613cbb2e24;АО «Электросеть» (Обособленное подразделение в г. Челябинск);1087746413468;;
6128db36c10d4f2b8f636c7f60c168c1;ООО «ЭНКТП»;1023800921814;;
c2065d6f4b1f469c8f3ffd0f63d6e5b1;ПАО «КМЗ»;1027739700724;;
f997e22828d249b98d4dfcd20be4cf17;ЗАО «СК «Ленинградский»;1022304292581;;
78b325c4c79346988d48b53fe109e336;АО «ОРЭС-Тольятти»;1096193003246;;
1a54293cacf7497e9c52f941cc1846e4;ПАО «Химпром»;1022100910226;;
d998e4a89b7648c5b9d1784d75b18102;ООО «ОЭСК»;1094223000519;;
12ee412b422144baa8e5d5bad77059fd;Сумское НПО;;;
9b28735068fe4cc794957ea6107886f5;ПАО «Сургутнефтегаз»;1028600584540;;
b7f48aa27c0a442cbfb372c6a52325b5;АО «Ногликская ГЭС»;1026501179275;;
5fe0f56c49b74c20937fcb2c237c4f79;ООО ТК «Тульский»;1167154051074;;
b06dbef3cb70450f8acd60472f9f6dc9;АО «Ставровский завод АТО»;1023302351676;;
b56085e7f1044582b67986968d907823;Энергоавтоматика (г.Рига);;;
2080e05144f94401947ea72122be4c33;ООО «НОВАТЭК-Мурманск»;1155190006454;b07685b55b71475e894ab8cf2e8daa64;
d30afc335d71485baf6a4defa738c3a0;ПАО «Газпром»;1027700070518;4b5bc3881003405c9e6e3e7cb87626ee;
8de14cbd45c74c0ea5c10a8b57d6d9d8;Машиностроительный завод «Молния» (МЗМ);;;
ef024d6679bf433e99f1fdccae18ffbd;АО «Оренбургкоммунэлектросеть»;1225600010316;;
504f8471ba074ee588aa159053c81ad3;Электросила;;;
dcf0e569b39140a9b92923233cee9718;Филиал АО «СУЭК-Красноярск» «Разрез Бородинский имени М.И. Щадова»;1072466008955;;
de135255c10243f5bdecaa5160704f58;"АО ""Невский завод""";;;
6603706b21e047808d827729c20abead;АО «Разрез Харанорский»;1027501005608;;
25f4f26542854243b7a9d74bbba22e8a;АО «РЭС»;1187847000329;;
4a32f6c1dc26466b9abc9163f407ff27;Филиал ООО «БГК» Уфимская ТЭЦ-2;1060277052098;;
eb819877a9674cb9a495ed22e02050ea;Восточно-Сибирская дирекция по энергообеспечению ОАО «РЖД»;1037739877295;fc7f79ff7d4c4e85b5dbb8ec6eade4b6;
5138c4a02e9540f8a8c8dd85cd9944b6;АО «Минудобрения»;1023601231840;;
8297cc2152b744ad83991f4f649cea5d;ТОО «Межрегионэнерготранзит»;;;
48e927cac4294cf99ea7a88a82087f82;АО «Донской Антрацит»;1046144001507;;
471e8dd5bded47ec923ffece80089c93;KPB Intra Instrument Transformers;;;
d6a1acc2e08e47dd877c85e2d29fc05b;Ожерельевская дистанция электроснабжения Московской дирекции по энергообеспечению;1037739877295;;
29918ef33d1f48728226a5484fd1ca69;ПАО «Корпорация ВСМПО-АВИСМА»;1026600784011;;
e299d0ab3fd04d5694be9022f20e531d;ООО «ГРИНХАУС»;1157746292098;;
74c4dbdc2d8a44138535a505dad31fd9;Филиал ПАО «РусГидро» Нижегородская ГЭС;1042401810494;;
50c4ef1814a548d0b83ff13d12edf893;KMW Швеция;;;
3b45f3c910e940648d2e1ad8a33a975f;ООО «Сибирские Промышленные Решения»;1212400024748;;
eb906ba84f89437abdb922c558483c5a;ПАО «Россети Центр и Приволжье»;1075260020043;b59fa040202e45ae8318e3d778aa3e73;
bf6be72c079f48d791004f7ce264bba7;ПАО «Юнипро»;1058602056985;fc0444711cad49299ba76a849c56d9f4;
bbd33cd8ab2b414c8e5c9a9c5e24e90f;ООО «Авелар Солар Технолоджи»;1117746438996;dded9667abe5406da7a4bf765eff204b;
f519c47a83874844848ada5894cca910;Филиал ПАО «Россети» Западно-Сибирское ПМЭС;1024701893336;;
425a13689a594810ab196703ddc07856;Новокузнецкий металлургический комбинат (НКМК);;;
99986630fd7c40a4bcd1077b3621ac12;ООО «СТИЛ АРМОР»;1196658054141;;
4a2ac736a6ac472d9c4c3529375820ec;Улан-Удэнский локомотивовагоноремонтный завод - филиал АО «Желдорреммаш»;5087746570830;;
b80b2cb15b294ec1a8ce0411fb4fa5b5;АО ОЭС «СакРусэнерго»;10150012081;;
7bf90c17efb94cd99fd9897f46f4d201;ООО «Тераватт»;1177746926642;;
44b440e89f854000ad4bf193852dfce4;ООО «Сила Сибири»;1212400022890;;
ffb490dffe2241088796c1a741b07af0;Невский завод (НЗЛ);;;
ee3ab38ccaf44f0db6efe606596a9817;Jinko Solar;;;
ec934648ffec4b129be5492629f79ea2;АО «РУСАЛ БОКСИТОГОРСК»;1024700507160;;
b6412914f3ae491ab5788ae3a6ea5f7e;ООО «Свободненская ТЭС»;1172801008885;;
4a2ba277726f4a4291b44b80ea9606a5;ООО Фирма «ТОК»;1026102223278;;
6173837e891e44a18ad1f8c743db95e7;ОДК-Авиадвигатель;;;
a8ec01fd519c42b4910e39188c7e69c7;ГУП «Водоканал Санкт-Петербурга»;1027809256254;;
d0a045988cf1457299ccae81bed94145;ПАО «Заволжский моторный завод»;1025201677038;;
2245f180736c4920b49ea2b98a4967be;Филиал ПАО «Россети» Южное ПМЭС;1024701893336;;
b172f6d63fbe4ba889beea1732de4288;Филиал АО «РИР Энерго» - «Курская генерация»;1064600010375;;
87a304b19d1a4f87a692acc4b3732019;Филиал АО «РЭС» Чулымские электрические сети;1045402509437;;
1e924a0418d84b458700a2f8f239e6eb;Zhejiang Fuchunjiang Hydropower Equipment;;;
7fc4a0add569448db82dc166d780b2b4;ГАУ РНТИК «Баштехинформ»;1030203893356;;
5f7aaa8bbbb44c4e84368f7d431dbe85;ОАО «Криушинский судостроительно-судоремонтный завод»;1027301059598;;
1297342b1cfc4ff8b8925ff82a3a9488;ОАО «ДЗРД»;1027101373738;;
5bdb1c4c37a5476ba9b671e9825fc27c;Волгоградский филиал ООО «Омсктехуглерод»;1065506041127;;
6aee0ba9414a4e9eb88f8d4e44d212b3;Высоковольтник;;;
c3fdd03167fb4a9d9847b959a82e4e43;Филиал АО «Концерн Росэнергоатом» «Кольская атомная станция»;5087746119951;;
e827dff656f34359b35f7bb84af87212;Надымский филиал ООО «Газпром энерго»;1027739841370;;
065a2c43d6af4d4db14d94ff89b95ed0;АО «РМ Рейл Абаканвагонмаш»;1191901004096;;
bbd407e517604546bb59b6a489c9daef;Горьковская дистанция электроснабжения Горьковской дирекции по энергообеспечению ОАО «РЖД»;1037739877295;;
